Date,Open,High,Low,Close,Adj Close,Volume
2022-12-07,18.626600,18.643669,18.613970,18.626600,18.626600,0
2022-12-08,18.626980,18.648500,18.618000,18.626980,18.626980,0
2022-12-09,18.638531,18.650200,18.627501,18.638531,18.638531,0
2022-12-12,18.635611,18.646030,18.616270,18.635611,18.635611,0
2022-12-13,18.617901,18.649281,18.495510,18.617901,18.617901,0
2022-12-14,18.629499,18.649210,18.562851,18.629499,18.629499,0
2022-12-15,18.607771,18.651100,18.579180,18.607771,18.607771,0
2022-12-16,18.644600,18.653500,18.619829,18.644600,18.644600,0
2022-12-19,18.622900,18.653860,18.605909,18.622900,18.622900,0
2022-12-20,18.645201,18.665751,18.626699,18.645201,18.645201,0
2022-12-21,18.636681,18.670000,18.625080,18.636681,18.636681,0
2022-12-22,18.654800,18.677099,18.642580,18.654800,18.654800,0
2022-12-23,18.669630,18.687759,18.655001,18.669630,18.669630,0
2022-12-26,18.623430,18.712400,18.578159,18.623430,18.623430,0
2022-12-27,18.656799,18.793501,18.573200,18.656799,18.656799,0
2022-12-28,18.657000,18.734501,18.619370,18.657000,18.657000,0
2022-12-29,18.693670,18.727699,18.691469,18.693670,18.693670,0
2022-12-30,18.702990,18.720760,18.693010,18.702990,18.702990,0
2023-01-02,18.644730,18.731400,18.635990,18.644730,18.644730,0
2023-01-03,18.743299,18.750500,18.687740,18.743299,18.743299,0
2023-01-04,18.706869,18.768000,18.714840,18.706869,18.706869,0
2023-01-05,18.735950,18.772261,18.726650,18.735950,18.735950,0
2023-01-06,18.766600,18.787081,18.665501,18.766600,18.766600,0
2023-01-09,18.768490,18.782000,18.514999,18.768490,18.768490,0
2023-01-10,18.758499,18.779270,18.510000,18.758499,18.758499,0
2023-01-11,18.754459,18.805700,18.754890,18.754459,18.754459,0
2023-01-12,18.773399,18.784000,18.740999,18.773399,18.773399,0
2023-01-13,18.778700,18.796400,18.769220,18.778700,18.778700,0
2023-01-16,18.783070,18.797501,18.764629,18.783070,18.783070,0
2023-01-17,18.779091,18.799000,18.750980,18.779091,18.779091,0
2023-01-18,18.752630,18.798401,18.746490,18.752630,18.752630,0
2023-01-19,18.763029,18.802601,18.748680,18.763029,18.763029,0
2023-01-20,18.792700,18.824600,18.769991,18.792700,18.792700,0
2023-01-23,18.792549,18.832500,18.688669,18.793350,18.793350,0
2023-01-24,18.719240,18.819799,18.669769,18.719240,18.719240,0
2023-01-25,18.795231,18.818800,18.789379,18.795231,18.795231,0
2023-01-26,18.804001,18.815470,18.778790,18.804001,18.804001,0
2023-01-27,18.810499,18.817499,18.794430,18.810499,18.810499,0
2023-01-30,18.798599,18.842600,18.737900,18.798599,18.798599,0
2023-01-31,18.808001,18.815130,18.772810,18.808001,18.808001,0
2023-02-01,18.804001,18.822060,18.799150,18.804001,18.804001,0
2023-02-02,18.807449,18.819960,18.799740,18.807449,18.807449,0
2023-02-03,18.805250,18.830521,18.805370,18.805250,18.805250,0
2023-02-06,18.825319,18.836800,18.813299,18.825319,18.825319,0
2023-02-07,18.829100,18.837200,18.819700,18.829100,18.829100,0
2023-02-08,18.831600,18.839100,18.822220,18.831600,18.831600,0
2023-02-09,18.832359,18.835489,18.820900,18.832359,18.832359,0
2023-02-10,18.829700,18.838249,18.822500,18.829700,18.829700,0
2023-02-13,18.829760,18.845510,18.807570,18.829760,18.829760,0
2023-02-14,18.837460,18.849600,18.828720,18.837460,18.837460,0
2023-02-15,18.843941,18.897850,18.726151,18.843941,18.843941,0
2023-02-16,18.850389,18.857330,18.833050,18.850389,18.850389,0
2023-02-17,18.854820,18.874041,18.836439,18.854820,18.854820,0
2023-02-20,18.853460,18.869671,18.844049,18.853460,18.853460,0
2023-02-21,18.863501,18.873791,18.853571,18.863501,18.863501,0
2023-02-22,18.862700,18.879450,18.779400,18.862700,18.862700,0
2023-02-23,18.875200,18.881300,18.864000,18.875200,18.875200,0
2023-02-24,18.863029,18.888109,18.864210,18.863029,18.863029,0
2023-02-27,18.882021,18.960699,18.846901,18.882021,18.882021,0
2023-02-28,18.884199,18.911100,18.872459,18.884199,18.884199,0
2023-03-01,18.882401,18.889709,18.870461,18.882401,18.882401,0
2023-03-02,18.883400,18.893940,18.877399,18.883400,18.883400,0
2023-03-03,18.885700,18.912201,18.820700,18.885700,18.885700,0
2023-03-06,18.886820,18.908010,18.679070,18.886820,18.886820,0
2023-03-07,18.869890,18.921310,18.796400,18.869890,18.869890,0
2023-03-08,18.918100,18.989000,18.911579,18.918100,18.918100,0
2023-03-09,18.940800,18.958000,18.862400,18.940800,18.940800,0
2023-03-10,18.951900,18.996599,18.516529,18.951900,18.951900,0
2023-03-13,18.961390,18.999300,18.882160,18.961390,18.961390,0
2023-03-14,18.971001,18.980600,18.955000,18.971001,18.971001,0
2023-03-15,18.974899,19.221180,18.900749,18.974899,18.974899,0
2023-03-16,18.987000,19.012091,18.980499,18.987000,18.987000,0
2023-03-17,19.002001,19.014900,18.987000,19.002001,19.002001,0
2023-03-20,19.007879,19.019991,18.997561,19.007879,19.007879,0
2023-03-21,19.008810,19.030741,18.981960,19.008810,19.008810,0
2023-03-22,19.033199,19.047800,19.005030,19.033199,19.033199,0
2023-03-23,19.043900,19.051701,19.027800,19.043900,19.043900,0
2023-03-24,19.057199,19.244600,19.035419,19.057199,19.057199,0
2023-03-27,19.080200,19.095169,18.993999,19.080200,19.080200,0
2023-03-28,19.092581,19.116600,19.081890,19.092581,19.092581,0
2023-03-29,19.120701,19.167320,19.074869,19.120701,19.120701,0
2023-03-30,19.146891,19.177999,19.143999,19.146891,19.146891,0
2023-03-31,19.175699,19.209999,19.149179,19.175699,19.175699,0
2023-04-03,19.193480,19.204201,19.181919,19.193480,19.193480,0
2023-04-04,19.204800,19.232389,19.193480,19.204800,19.204800,0
2023-04-05,19.216999,19.259001,19.212839,19.216999,19.216999,0
2023-04-06,19.250099,19.267160,19.242300,19.250099,19.250099,0
2023-04-07,19.250700,19.275400,19.213570,19.250700,19.250700,0
2023-04-10,19.245399,19.284731,19.238110,19.245399,19.245399,0
2023-04-11,19.265301,19.293011,19.261499,19.265301,19.265301,0
2023-04-12,19.291040,19.320129,19.289000,19.291040,19.291040,0
2023-04-13,19.308760,19.339500,19.287230,19.308760,19.308760,0
2023-04-14,19.335100,19.391260,19.320900,19.335100,19.335100,0
2023-04-17,19.378300,19.415501,19.277800,19.378300,19.378300,0
2023-04-18,19.385300,19.425501,19.382299,19.385300,19.385300,0
2023-04-19,19.399599,19.431900,19.384430,19.399599,19.399599,0
2023-04-20,19.398199,19.410250,19.388870,19.398199,19.398199,0
2023-04-21,19.404261,19.405830,19.393400,19.404261,19.404261,0
2023-04-24,19.405170,19.411140,19.393499,19.405170,19.405170,0
2023-04-25,19.402700,19.428499,19.399099,19.402700,19.402700,0
2023-04-26,19.417839,19.430901,19.410980,19.417839,19.417839,0
2023-04-27,19.423100,19.443701,19.418320,19.423100,19.423100,0
2023-04-28,19.435499,19.457001,19.425501,19.435499,19.435499,0
2023-05-01,19.449499,19.459591,19.438431,19.449499,19.449499,0
2023-05-02,19.452049,19.472401,19.451839,19.452049,19.452049,0
2023-05-03,19.473539,19.486900,19.455999,19.473539,19.473539,0
2023-05-04,19.474890,19.492630,19.472401,19.474890,19.474890,0
2023-05-05,19.487200,19.504511,19.470610,19.487200,19.487200,0
2023-05-08,19.499001,19.546900,19.494900,19.499001,19.499001,0
2023-05-09,19.501900,19.526100,19.500401,19.501900,19.501900,0
2023-05-10,19.520000,19.558270,19.514400,19.520000,19.520000,0
2023-05-11,19.539700,19.585800,19.523380,19.539700,19.539700,0
2023-05-12,19.565800,19.658899,19.502300,19.565800,19.565800,0
2023-05-13,19.559999,19.559999,19.559999,19.559999,19.559999,0
